prescriptions,planned_date,Planned Date,PRESCRIPTION.PLANNED_DATE,
prescriptions,name,Prescription map name,PRESCRIPTION.MAP_NAME,
prescriptions,menu,Prescriptions,SECONDARY_NAV.PRESCRIPTIONS,
prescriptions,product,Product,GLOBAL.PRODUCT,
prescriptions,product_name,Product Name,PRESCRIPTION.PRODUCT_NAME,
prescriptions,product_value,Product's value,PRESCRIPTION.PRODUCT_VALUE,
prescriptions,create_management_zone,Save management zone,PRESCRIPTION.MANAGEMENT_CTA,
prescriptions,management_zone_placeholder,Select management zone,PRESCRIPTION.MANAGEMENT_SELECT,
prescriptions,send_form_intro,Select one device from the list below.,PRESCRIPTION.SELECT_DEVICE_DESC,
prescriptions,product_placeholder,Select product,PRESCRIPTION.PRODUCT_SELECT,
prescriptions,product_values_modal_title,Select product's value,PRESCRIPTION.PRODUCT_VALUE_SELECT,
prescriptions,unit_placeholder,Select unit,PRESCRIPTION.UNIT_SELECT,
prescriptions,send_form_title,Send prescription,PRESCRIPTION.SEND_TO,
prescriptions,send_to,Send to,GLOBAL.SEND_TO,
prescriptions,management_zone_name_modal_title,Set management zone name,ZONE.SET,
prescriptions,map_name_modal_title,Set prescription map name,PRESCRIPTION.MAP_SET_N,
prescriptions,set_value,Set value,GLOBAL.SET_VALUE,
prescriptions,show_layers_list,Show layers list,GLOBAL.SHOW_LAYERS_LIST,
prescriptions,expand,Show zones ({{size}}),PRESCRIPTION.SHOW_ZONES,
prescriptions,unavailable,The prescription file is being generated and you will be notified once the operation is completed. Please retry later.,PRESCRIPTION.UNAVAILABLE,
prescriptions,sent_to_vehicle,The prescription has been sent to the vehicle,PRESCRIPTION.SENT_TO_VEHICLE,
prescriptions,not_sent_to_vehicle,The prescription has not been sent to the vehicle,PRESCRIPTION.NOT_SENT_TO_VEHICLE,
prescriptions,total_area,Total Area,PRESCRIPTION.TOTAL_AREA,
prescriptions,error_create_management_zone,Unable to create management zone,ERRORS.MZONE.CREATE,
prescriptions,error_create,Unable to create prescription,ERRORS.PRESCRIPTIONS.NEW,
